,text,label
0," I saw this film when it first came out and have watched it again and again and again. In fact, when I got my first DVD player I bought it without question! There is something about this movie that is particularly appealing. It may be the story itself or the characters and the way both are portrayed. Or, could it be the music? All I can say is",1
1," This movie is definitely a case of ""don't judge a book by its cover,"" as I was expecting a typical dumb 1950's western, and instead was pleasantly surprised by a wonderful movie with great acting and a real heart. Sinatra's character has to grow up in the movie, and he does so wonderfully. It's hard to believe that this was the first movie he",1
2," I saw this movie on TV when I was a kid and I loved it. I've been a big Dean Martin fan ever since, but he really outdoes himself playing the abusive big brother with a chip on his shoulder. The ""starry night"" song is classic Sinatra and the fight scene in the bar is classic Martin. The climactic fight in the street between",1
3," I was able to see this movie many, many times the one and only time I worked at a movie theatre when I was a teenager. I fell in love with this film from then on. I now have it on DVD. I have not seen this film for many years so I decided to watch it again. It brought back many old memories. I especially loved the way",1
4," This was a very good western even though it's a little slow paced but what can you do, you still have to watch it. ",1
5," Also, about that final scene, when he's in jail, being told, ""You're a killer,"" and then he answers, ""Yes, I am,"" that IS a good line. It's an answer to a question that we've all asked ourselves: what if you really are a killer? We all fantasize about it once in a while, but do we",1
6," It's a shame Sinatra was at the end of his career and I've seen and heard him do better. Overall, the movie is fun, with the exception of Conrad's one-dimensional performance in a key role. Note the cameos by Woody Strode and Rosey Grier. ",1
7," see 'The Man From Laramie,' saying that Lee Marvin's character there is similar. But it's not. Sure, both movies involve a character who is framed for a crime he didn't commit, and both have some scenes in which the framed guy is wearing a ball and chain. But in 'Concho,' the framed guy didn't actually commit the crime --",1
8," I just spent an hour-and-a-half marathon watching this movie. I've always liked it from the first time I saw it on HBO. Along with ""The Magnificent Seven,"" it's one of my favorite westerns. Sinatra is really good. I'll give this movie a 9.5 out of 10. ",1
9," As a fan of westerns, and a collector of western films, I am always looking for that one ""new"" film that I have not seen before, and that will be a treat to watch. This movie is that treat! As a long time fan of both Frank Sinatra and Sterling Hayden, this movie is a real treat for me. I have not seen this",1
10," One of my favorite westerns. I watched it when I was a kid. Countless times. Still, do I watch it once in a while. ",1
11," If you like westerns with lots of action, you are going to be very disappointed. It actually has very little action in it. However, if you like westerns with a little more story than action, a little more character development, a little more psychology, then you are going to be very pleasantly surprised. Sinatra is excellent in the mellow leading role, and",1
12," A much underrated movie. The director is excellent, the story is good, the cinematography is good. The actors are great. A low-key, but highly entertaining movie. ",1
13, I saw this film in my youth at a drive-in when it first came out. I still remember the night and my car was smoking so had to open a window. The film is just as good today. An excellent western in which Frankie and James Cagney play the roles of brothers. The cast is excellent and the action is great. This film is a must,1
14, I was a teenager of about 12 when I first saw this movie on TV and have to admit that the title scared me. Somehow I had a picture of a vicious little dog in my mind. So I was surprised to see that it was actually a beautiful white stallion. And I was amazed to see that the horse was one of the main characters of the movie. And,1
15," The western is largely a tale of ""it is better to have loved and lost than not loved at all"". ""Concho"" is a truism of that tenet. Sinatra in an Oscar winning performance plays a young man who is in love with the wife of a vicious outlaw (Conrad). After killing her husband, Sinatra attempts to reach the woman he loves",1
16," On the surface, 'Concho' is a simple western, with an intriguing premise: Billy the Kid, who's been at his heels for the past decade, finally catches up to Ringo in a small Texas town where the sheriff is killed by an outlaw. (The town is so desperate for law that they don't even lock their doors.) The townspeople are",1
17," You can't beat a movie with a cast like this! What a cast! And George Sidney directed it too. It's a great story, well acted and produced. It's a shame that Dino never made a movie like this again. But, then again, he didn't make a movie like 'From Here to Eternity' again either. ",1
18," This movie is a bit dated in 1956 standards. It is has no sexual overtones what so ever. It is a western that has story, character development and a very strong plot with a wonderful twist at the end. When it comes to western film-making, this is a shining example of how to do a western the way it used to be done. The characters are",1
