,text,label
0," Let me just say that this movie is not funny at all, not even by accident! I cannot understand why anybody would give this film a positive review. I got an award from work for watching this movie, but that's all. I had to fast forward through most of the sex scene and at one point, I just had to put it down and walked away because I",1
1," ""City of God"" has been a critical and audience favorite for years. I've just finally decided to watch it and people were right... it's an unforgettable, powerful, and challenging piece of cinema. It's a film about violence, desperation, and the sins of the past, but it's not a film for the faint of heart... Brace yourself... REVIEW",1
2," HOW CAN ANYONE NOT LIKE THIS FILM!!?!?!?!?! It's got the best ending ever,and it's got a GREAT message. I'd recommend this film to anyone who's life is in need of an Adventure! ",1
3," Where to begin? ""Requiem for a Dream"" is about the first movie I've seen that makes me think - ""Wow, now I know how movies are really made."" This is a movie with a message that should be taken to heart by every young person in the country. This is a movie that really leaves a mark. It was so intense that I saw it",1
4," I recently had the opportunity to take my 15 year old daughter to see this movie on the big screen. She had read the book and I had read the book. The movie was very well done. It was fast paced, had lots of action, and it was never boring. I had read the book and had my doubts on how they would be able to take this book",1
5," Honestly, this is a really good movie. As I often am, I was extremely wary when I found it on the shelf. I didin't think it would be any good, but I thought I'd give it a shot, given that Adam Sandler is the leading man. I couldn't have been happier. The movie is really cool. It's pretty much your",1
6," When I first viewed ""Coming Of Age,"" I did not know what to think of it. I did not know whether parents would find it offensive or not. Now, several years later, I have a completely different view of ""Coming Of Age"" and it has become one of my favorite movies of all time. Most people will find it shocking and very offensive for a variety",1
7," I have seen these two movies in cinema when I was a boy. Both were showing with a single ticket. I remember when I saw these two films in a double bill, I was very disappointed with ""Quatermass 2"" because I was expecting what I saw in ""Quatermass and the Pit"" but I found that sequel so boring. However, these two films",1
8," An endearing, touching, and hilarious film portraying the life of a young man of humble beginnings coming into his own. While the songs are not as quotable as the ones from ""High of the Curves,"" ""Dumb & Dumber,"" and ""There's Something About Mary,"" they're still good. Even the stalker song is fun. This is an entertaining",1
9," One of my most beloved films. I've seen this so many times that I could pick up on something I had missed before. I absolutely love everything about this movie. I bought the soundtrack two years ago and will take it with me on a fun trip someday, knowing the whole soundtrack by heart. It's got great acting, a great plot, and amazing characters. It",1
10, A very moving movie... The story is good and fast moving... The acting is superb... A must see movie for all who love love stories. ,1
11," There was a time when a movie like this would not have been made with a black lead. I believe that this movie was an important cultural event even though it was panned by the critics. It may be important for other reasons too, but this one is the biggie. ",1
12," This was a good movie, but not very funny. I am a fan of broad-comedies, but this was too broad, too vulgar, too gross for me. I can say that I enjoyed parts of it, but I'd be hard pressed to recommend this movie to anyone. 2/5 ",1
13," my girlfriend bought me this dvd. she thought it would be a great romantic movie. well man, let me tell ya something, you don't want to watch a movie like that with a female on your lap. that's right, if you've seen the movie, you know what i'm talkin' about. not only is the underwear scene one of the most",1
14, What can I say? I know this movie from start to finish. It's hilarious. It's an strong link to my past and will change the way I view film in the future. Hypothetically speaking :) The down-fall? There's no Socrates Johnson! ,1
15," This is the first time I've seen this film, since I bought the DVD last year. The main idea I got was that it was a neo-noir crime thriller, and that there was no romance between the two main protagonists (I had read the synopsis on Amazon). The idea of a romantic crime thriller was why I bought it. Now, I'm not saying",1
16, I have been dabbling in making movies for about 10 years now. I started making short films with my friends while in college and have been at it ever since. I know how hard it can be to get your film out there for people to see because many of my own have not been completed due to lack of interest from others or the fact that I would never be able,1
17," This movie is on the top of my list of favorites, it's like the scene where Skeets tells you how he got his suit, and who made it for him. It's in the comic book, it's in the movie, it's in the book and it's all good! ",1
18," This is an intense film. The subject matter is very dark, and I found myself getting caught up in the characters, hoping that things would work out for them. That is how you know a movie is good...when you are really involved with it! The acting is superb. It's hard to imagine A-list actors doing a better job. I also like the """,1
19, I saw the film as a teenager many years ago when it first came out and was blown away by it. I have seen it many times since and it just gets better. It includes so many great scenes that lodge themselves in your head forever. There are so many elements of this film that are amazing and I can not recommend it more highly. The opening fight sequence against the,1
20," This is a very good movie. Kevin Bacon really does a great job in this movie. I did think it was a little slow though. When I say slow I don't mean boring, it was a drama, it just went real slow. I think Kevin Bacon should have won an award for this movie because he did such a phenomenal job. If you like Kevin Bacon you",1
