,text,label
0, I saw this a week before it came out. It was a Halloween treat for my family. The cast was great. The script was especially nice. Its what we need more of. We need more of these. ,1
1," This is a movie that you know you'll enjoy but you also know it's not going to be for everyone. The film contains scenes that are highly graphic, but is also very funny as a result. There's also the usual aura of stupidity, but the film is not a mental-health film, and the jokes are usually genuinely funny. The moral message is not necessarily",1
2," So, what are we to make of Carlos Romero's Syrup? Won't it be the next Ray Harryhausen? ",1
3," I've seen a lot of movies that are mediocre and have absolutely no redeeming qualities, and a lot that they're great and have absolutely nothing redeeming qualities. I'm not here to say that some of the ""great"" movies in history have flaws that make them terrible. I'm just saying that a lot of them lack much in the way of redeeming qualities.",1
4," This film offers the best representation of rock music in the years since the rise of the blues. The cast members of the band are uniformly great, and the whole production is streamlined and relaxed. The production design by Daniel Soldati, catering to the tastes of the times, is certainly a highlight. Rock is still the movement of the times, and if you've never seen it",1
5," Clint Eastwood and the guy behind Vegas, a great combination, B- bad acting and a ton of stupidity. I can't remember the last time I saw a movie that was so flatheaded and so nasty in the hands of the director. But then he's an actor, what's not to like?",1
6," My first time with this movie occurred by chance, the same week I saw the original movie in 1957. It was released on Christmas Eve in that year. I was in the cinema going into work but hadn't driven home yet. I kept looking for my car, thinking that if it wasn't there I might as well go see it at home. I didn't find it",1
7," AND THAT'S THE THING. Oh, yes. This film is essentially a sex comedy. Oh, yes indeedy. But it's not a great sex comedy. It's a great sex comedy. But it's not a great sex comedy, and the reason it IS a great sex comedy is because of the movie's unity of purpose. ",1
8, Cap'n Cook? I think this movie is the greatest piece of cinema ever made. This is a masterpiece. I know this movie is for fans of James Cameron and Matt Damon. I don't care. The best movie I've seen in a long time. ,1
9," The movie is a showcase for Clint Eastwood's tireless dedication to censorship, which will be on permanent display in his new film, Aronofsky's The Wrestler. The concept is cheap and cliched and makes veeeeery little sense. Even so, it is fascinating character study of Wrestling legends Atticus and Randy Savage. ",1
10," Thanks to the discovery of the black humour intrinsic in the movie, I totally fell for it. I read the book and skimmed the rest. Aye, so much for science. I liked it and loved it, but it was a bit too heavy on the soap opera aspect. But is it all over for the inanity of your expensive movie? Did you have any",1
11," If you're a fan of the old romantic comedy, then you're in luck here! The story revolves around the game of golf and its allure of the wealthy and their young women. The story is very much about a tenacious gamblers and a wily casino waitress. The movie is a classic of the genre. ",1
12," The Power of a Woman is one of the most consistently good movies I've seen in a long time. It's got a great mix of comedy, drama, and action. It also happens to be one of the few honest-to-God, non-sex-based films ever made, based on the experience of a pair of women. That's right; the film",1
13," This is just another movie of the week. On my list of a few films to watch this week, this is one of those I don't pick up on the first take, but watch back to back really well. The movie is directed by Gerri E. Thomas and is basically about a man who, being a man, has to grow up. His mother is the",1
14," This film is sooo much fun! It's a story about two brothers who are just trying to figure out how they can get away from the family business. They end up in a brothel and the brothel somehow allows them to stay there all the way home. Well, they get their sweethearts there and the scene begins. (And if you haven't seen",1
15," I've been a fan of Australian director Kerry Black's work for a number of years, and he was definitely doing his best work then and continuing to do so today. If this is the early 2000's Black festival? Just as good. ",1
