,text,label
0," I have not read the book, but I have only seen the movie too many times to be sure which one I like better. Yet, some of the scenes seem so different that I was able to overlook the flaws and pass them by as I simply go with what the film tells me. This was a ""yes"" performance for me, which I don't mind because I",1
1," This is another film I've been watching for this reason: because of the music. The music in these films is so good that it's hard to believe that it is not well-known or well-loved. It's just a testament to that fact that this soundtrack is so enticing and memorable. The music here is vividly evocative, and it is hard to say",1
2,"

Richie manages to hit on the whole concept of this movie by taking his usual formula and hijacking it, where the best thing he has to offer is more of the same, and that is exactly what I'm talking about here. 'Conchos' is an amoral, S&M flick in which the main characters attempt to kill each other off,",1
3," One of the best movies I've ever seen. This gritty, satisfying revenge flick is just about perfect. I loved it, and I'm glad I saw it. It's a classic of the genre, and I hope to see it again in the future. ",1
4," Should we all be concerned? Should we rave? Is this movie possible? Is this movie on a par with films like 'Titanic' and 'The Devil in the Dark?' Yes, yes, I know this is the more thoughtful and thought provoking version of the already included 'Moonstruck,' ""But I don't think I am too much of a sentimentalist",1
5," Shia LaBeouf is a complex, complex man, and he hoover up, he hoover down one of cinema's most complex subjects, to find a way to convey it through his performances as two people who have lost their souls in the heat of a sexual encounter. The people who have lost their souls are both the people who lost their sex partners, the",1
6," I've never been very big on the movie sexy movies, preferring the more interesting, low-budget movies, but when I saw this one at my local, I ended up with a case of the '92 spasms, with a number of the stars being taken from the movie because none of the other stars were willing to do the scenes that had originally been scheduled for them",1
7," Okay, let's get this out of the way: this movie is a massive, yet not gigantic, failure. From the first second I'm captivated and in a tizzy about this film. I felt like I was a kid discovering a new cinema, and this film showed me the first time I saw it that it was a real film on celluloid, not a",1
8, The original version of this picture was rated R and was very much a victim of its time. The modifications to the way the material was shot and re-edited it resulted in a fairly brash but generally entertaining picture made for a crowd that already had its own version of 'Maverick' on par with 'Hustle & Flow' and 'Timecop.' It,1
9," Nothing like a good old fashioned all-out schlock flick to come along. And double bonus, for those of you out there that have been wanting to see this, it's available now on VHS, DVD and also on Blu-ray. Don't miss it. ",1
