,text,label
0," As a child of the eighties, I am a huge fan of 'Annie Hall' and 'Superman'; this is certainly not as good as the two earlier films, but is still entertaining nonetheless. ",1
1," This is one of those films I thought about when I was a college student. Ridiculously staged and incredibly over the top on the truest level, this film is one of those films that should be required viewing for anyone who likes musicals. It's not particularly good, but it's extremely popular. ",1
2," As I love old movies, I love old movies all the more. I LOVE this one. I mean, I LOVE it so much that I would pay my rent to watch it again, even though I'm already out of episodes of The Rockford Files. I just want to say that this movie is like a black hole in many ways, except much, much deeper.",1
3," This movie was amazing. I filled in as much background information as I could to get a feel for it's history and mood. From that point on, it was a solid movie. ",1
4," a book published just a year after my own book, I'd be a little uncomfortable with a film that's not exactly a college student's POV, but where the authors have recently written about a particularly important moment in their own lives. Again, I see it as a wonderful piece of biographical information, and the film does a splendid job of condensing it into one tightly",1
5," The inclusion of Colombo's Bombay Beach is about the only thing that made this a cohesive, rivetingly beautiful and uplifting film. From the very beginning, to the final shot of the film, the characters are real people. They need each other. They need each other. ",1
6," I'll only offer one word of sympathy for this film, and that's a total lack of it. It's a decent film, but what I don't like is the offensive portrayal of the Australian bush, as is immediately apparent with the opening scene, although we can't help but feel the author insults our sensibilities here, to the point of ridicule. ",1
7," I had the pleasure of attending the recent screening of the ""New York Drama Festival"" sponsored by the New York Film Critics Circle, which presented the ""American Birds"" by the author of this book, John Miller: A Visual History of Modern America.<br /><br />As most people will not be aware of, I have always been a huge fan of Miller's aforementioned",1
8," There have been a few movies that I've enjoyed, and most of them are indubitably classics. But I really dig the buddy-cop movie, especially the appearance of Charles Bronson and Bob Newhart. I guess a little bit of both is necessary in order to shoot a movie as clever and cleverly executed as this.<br /><br />One thing that",1
9," If you happen to be in the mood to watch this film, you don't want to miss the bit when Jackson and Corso finally part ways. The reunion scene is one of the film's most bizarre, and inky, moments. As Corso is being helped to his feet, he pulls a gun on Jackson and tells him, ""You ain't nothing to me",1
10," Introduced to this film, I found myself thinking, ""Wow. What a film. It's too bad I haven't seen it. It's bound to blow my mind."" But I didn't have to wait long to see what it was. As soon as I turned the lights off, I was in the theater cheering with excitement. I was not disappointed. You can't",1
11," This film, directed by John Waters, is a bloody anti-hero movie, a hoot every bit as much as The Dirty Dozen.<br /><br />Just like the raucous comedy of Reel Big Fish, Waters' film is loaded with all the humor of its subjects. But it's the moral and emotional core of this piece that makes it truly",1
12," I'll admit at this point that I haven't seen the movie before, but I am quite excited about it, and excited about the opportunity to see it again in the near future. ",1
13," Believe it or not, I haven't seen this film, and as a result I didn't see it on the big screen. But if you know that this is a great movie, it deserves a second chance. Many of the pieces seem to be here to stay. This low-budget film could have easily been lost in the shuffle of last year's Miramax fest",1
14," The film, which is in it's third year on the big screen, is a great example of the potential and power of the sex symbol. I would never think to find such a turn in a film ever that has me so highly delighted with a work of art. I could not in good conscience recommend this film, but it certainly is well worth a look if one is",1
15," Yes, after 'High Noon' I was looking forward to this one. Not only is it a highly entertaining film, it's also moving and thoughtful, with some powerful scenes. ",1
16," I recently saw Cocktail f/k the Clock on a post-New York production. The film is, hands down, a very good movie. It's not as good as the Broadway production, but it's a very good movie. It's a very good crime film, too. The only real problem it has is its running time. It takes a while to talk",1
17," The importance of a good script and director to a production cannot be overstated, whether it be a film like ""The Magnificent Seven"" or a television series like ""The White Shadow."" In this regard, this is an issue in this case. Excellent written by a scriptwriter I'd compare to Tom Frost or Paul Schrader, but the bad script and director made a",1
18," This is one of those film that I really hated to get into even though it is so unbelievably good. The greatest thing about it is that it's so well shot and the actors are just so strong. I think it's also just really a great film, not just a historical film. I find it outstanding and I'd watch it again.<br /><br />The",1
19," This A-Team film is one of those that makes me wish that Julianne Moore had been in it. The movie feels good on television (that's what I love about this series), and in real life, with Moore's quiet but fiercely energetic performance. I was really glad to see her involved again, even if she's one of those characters - I almost miss that",1
20," I really enjoyed this one, it seems to follow the same format as the previous film, but it does a better job of keeping you hooked and wanting to watch it a second time. ",1
21," Well, I just finished watching it, and I can't say I enjoyed every part I saw. But the acting was excellent, especially the performances by the two lead female's. I thought that Joseph Gordon-Levitt was great as the young man who powers his way into this world. Quite often I find a risky movie to watch, especially one as good as this in",1
22, This is a film that makes you feel like you need to sit down and read the script on paper. I can't remember the last time I watched a movie like this. ,1
23, This monster movie trilogy is the continuation of the Sinatra-Conrad movie trilogy. The one outside of the Sinatra-Conrad celluloid trilogy may be the genuine entry that comes to mind. What's different about this film is the fact that they're not three films in one. The three films of the trilogy are separated by time. Black Snake Moan is the,1
24," I don't know why I haven't already seen this movie. It's not bad, but I don't think I'll ever be able to watch it again. I think I'll tell you about it in a little bit, because it's gonna be a good one to watch. When Barry Mann and Roy Scheider, both of whom are older than me, are portraying",1
25," I truly believe that this film has so much potential; so much of the way that it plays is so well done and so much of it is so well shot. But I just never had the idea of it at the time, and even when I did I never really really connected with it.<br /><br />It's a film about two people who find eachother",1
26," If you are an avid watcher of Jeffrey Dean Morgan's work (and I am sure he will be), then you will want to read this review. This is one of the most beautifully crafted films I've seen in years, from the haunting cinematography to the songs and performances. In my opinion, this is by far the best film of the Grantland Rice Award-",1
27," ""There are no judgments. You don't have to change your mind. There are no choices. You just have to act. Through a complex web of lies, threats, and betrayals, I don't see any way out of the situation except either to confess, to confess, to confess, or to say I'm sorry and leave."" —David N. Lapid",1
28, I have seen this movie and even though I kind of knew who the killer was from the beginning I still liked watching it. I would recommend it to other people. It comes on Lifetime movie network quite a lot. And I am thinking since it's close to Halloween they might play it more. So please be on the look out for it if you are interested in watching it,1
29," And don't forget that this movie is also a sequel to Bloody Saturday. And if you haven't seen it yet, you should do it. It's a blast, as the title might suggest, and is definitely worth seeing. . .unless you dont like strong women or man and are too feisty to take control of the audience, which goes with being a woman",1
30," I heard it was on the air and then watched it last night at the TCM in Atlanta. I am in the business of finding out where movies are going to go so i never knew the movie was on the air in the first place. Anyway, this recent film is a story of two truly messed up characters, played by two really great actors. Sam Rockwell is",1
31," I'm going to go out on a limb and say that I'm not even a movie buff, let alone a connoisseur. But I do know what I like to see on the big screen, and this is one of those films that will appeal to me. I'm hoping that I'm doing something right. The plot, on the other hand, is a",1
32," 'Concho' is a little like 'Black Snake Moan,' but with too much alcohol in it. And one of the things that makes it so much better is that I hardly noticed it or, if I did, I was too drunk to see what was going on. What I did notice is the opening that I saw on the big screen (you know the one",1
33," Better known as the film that spawned the phrase 'The Great Escape,' the story of an escapee from the Spenser's prison is a tale that has remained in a darkly-at first darkly-content state ever since its release in 1956. The story of what happened to the escapee is ultimately a story of redemption for a guy, with a killer intent on",1
34," Before I try to analyze this, I must first get this out of the way before I start. I am a very subjective and emotional person. I actually dislike the film, and accept it. I think it's a wonderful film, and all of the reasons I don't like it. Also, I am not a big fan of movies which only include a bare minimum of",1
35, I have seen this movie and even though I kind of knew who the killer was from the beginning I still liked watching it. I would recommend it to other people. It comes on Lifetime movie network quite a lot. And I am thinking since it's close to Halloween they might play it more. So please be on the look out for it if you are interested in watching it,1
36," I saw this set in theaters, and I found it perfectly acceptable. Yes, it is basically a big fat soft-porn drama that was a bit of a drag to see. I did not find it a good comedy. One of the first feels to go, and the other to go, is your time management in what time is spending on this movie. I know",1
37," I first saw this film in the late 60's, and I have to say it was the most ridiculous thing I have ever seen. You can see the blood in it, and I mean blood. There's some good stuff in there, but that's about it. It's pure sleaze. ",1
38, I have only seen the film once and I have to say that I enjoyed it very much. It is a beautiful film and I love the film enough to revisit it again. ,1
39, ,1
40," Legendary musician and composer Joseph Kosher, producer of 'Lovers of the Bell,' stars in this nostalgic and affecting true story of the first young Jewish couple. The film was filmed in 1962, so you see the family in their homes. The effects of the age of photography as we know it, using negative and negative only, are not present. All of the possible situations",1
41," I have been fortunate to see this show before, and it is fun to see the cast in its best shape. These days it's difficult to find a decent version of this movie, or even a film of its kind on a nationwide television network. I had only seen the film on TV (over the years) two times, and I haven't seen it on the big",1
42," I just saw this for the second time and like the first time. I liked the guts and the irony. The movie takes place in the big city and is not well shot, but the last few scenes are still very interesting. The movie is about Faith (Jennifer Connelly), a young woman who is kidnapped by a bunch of crazy guys and then put in a prison that",1
43, I liked this movie quite a bit. I liked the way that Jack Knight (Christopher Walken) was portrayed. I liked the way that the townspeople's fear of him was based on his hockey sense of the townspeople. I liked the way that the townspeople's fear of him was based on his ability to stay in the game whether it was as,1
44," The film is basically another version of The Magnificent Seven, with a new storyline. Unlike the original, this film has a larger cast of characters, but the overriding theme is similar. Sure, the six wheeling is a little more intense than the last seven, but it is equally capable of being mundane and compelling. This is a great movie to see if you like horror",1
45," In a time when we're so caught up in our own private dramas, we should all be grateful that this movie takes the time to remind us of the greatness of our community's ""self-defense"" efforts. This is a small silver-screen contribution to movie history. And I haven't seen it, so I can't say whether it was directed by Luis Bunuel",1
46," This is a beautiful, beautifully filmed, deeply haunting piece of cinema from a great director. I have seen it 3 times and have not tried to put it in order. It is not as good as 'Double Indemnity,' a far better film, but still a good movie, which is why it has gotten a cult following. I also found it to be very well",1
