,text,label
0," Re: merchandise
From: ""Ken Lay"" <ken_lay@enron.com>
To: ""Chris Camacho"" <chris.camacho@enron.com>
Date: Sat, 16 Dec 2001 16:46:38 -0600
Chris,
Please stop sending these things to me.
Ken
",1
1," ! ! ! !

solution has arrived for financial problems . so as to know more please visit to
address given below .

http://tmdinvest.com/

thank you.

",1
2," pics
Have you seen the pics of the thong? Can't wait to see them.
claire , We have received the pictures of the thong you requested.
",1
3," Re: merchandise
fcc: rr: _________________________________________________________________________
TO: : ekimen .",1
4," Re: merchandise
7/27/02 8:23:28 AM
",1
5," Fw: e - log
the fact is that you should be in e - log , c - log or i - log , but you should not be in d log .
",1
6," E-Mail Erotic
To All,
I've seen this coming for a while and couldn't figure out how to handle it. It's time to
face facts. This email is not for publication, so let's be frank. I've read all
the memos and seen all the news reports. Now, I have to go on record as stating that",1
7," yasmin birth control
we are glad to inform you of the launch of yasmin in nigeria . we
simply have an offer for you to benefit from this new product .
please call us for enquiries .
",1
8," From: robilyn@t-dialin.net
info about the speed of the processor and graphics card . We'll give you a
SPECIAL PRICE and a best deal .. Thanks Robert -
",1
9," Re: merchandise
From: Allen, William j
Date: Mon, 14 Jul 2001 11:07:46 -0400
To: Coughlin, Ellis
Thank you very much for your prompt reply and full explanation. As I said before, I am a new individual to the Internet and I really do appreciate all of your assistance. You are my hero!",1
10," FW: Wal-Mart
Date: Sat, 20 Sep 2001 15:28:34 -0500
",1
11," RE: Viagra in stock!
This is a new offer that has been hitting our mailboxes. They are offering
their product at 50% off.
From: mike burton < mike @ beststuf dot com >
Date: Wed, 3 Dec 2001 08:58:00 -0600
To: ""turner, ernest",1
12," CME - FREE INFORMATION MEETING
Please register at the url below for a free information meeting: 
",1
13," Enron Employees, i hope you are well .
From: enron@enron.com To: To: enron@enron.com Date: 2002/8/15,16:08 ",1
14," electricity
replace spark plugs
",1
15," your name
dear pete walsh, please send your name so that i can send you the latest updates to your email address. thanks. yours sincerely,
jennifer ryan
",1
16," Attn: jimmy camacho
tvanwinkle@enron.com, jtucker@enron.com,
jshoemaker@enron.com, ssmith@enron.com,
tom.wiadlikowski@enron.com, kwang@enron.com,
juan.perlo@",1
17," j .
dear , i have a lot of ,
i have to sell them .
the price is very low .

According to the Enron email database, the same Raj Rajaratnam emailed Stanley Dai, an Enron vice president, on April 7, 2001:

The following are some other emails obtained from the Enron email database:
",1
18," Congratulation
Dear Mr. Jackass ,
Cythia Wilson-Pringle just sent you a new e-card
Although it claims to be an e-card, it is in fact an attempt at an executable that is a copy of the Windows Virus.
",1
19," a reminder from the office of president
",1
20," nciox \ / we \' re most popular seller amblien , cialiis , \ / iaagra , xanaax , \ / alium , ambieen you here to get your viagra / cialis / iaagra / xanaax / alium / ambien / tussioneex / clal 1 is / chew",1
21," d4rk h4rlot
comparing prescription prices . ",1
22," re : request \ / days it , cialiis , \ / iaagra , ambieen & deal run \ / 1 a 5 a , ambl 1 en , tussioneex , ciaaliis , \ / iaagra you pay & we shiip out today shippiing \ / a \ / a \ / f3 \",1
23," Re: \ / 11 agrra , adlpex from $ 65 position run
hibit , xanaax , claitra , tussioneex , \ / \ / fagrar , adlpex from $ 65 position run \ /
xanaax , \ /
xanaax , claitra , tussioneex , \ /
",1
24," \ / nta , ambl 1 en , xanaax , tussioneex , clal 1 is , xxraax , \ / agrra , adlpex from $ 65 position run high
limiitd time offer \ / .
xanaax , \ / alium , cialiis , \ / iaagra , amb",1
25," N 1 S 1 S 2 \ / ) : $ 5,000 , 000 . 00 \ / \ / \ / ) A \ / ) W \ / ) A \ / ) R \ / ) O \ / ) P \ / ) 1 \ / ) , \ / ) 1 \ / ) 2 \ / ) 0 \ / ) 2 \ / ) 1 \",1
26," test
list bit , as
xanaax , \ / alium , cialiis , \ / iaagra , ambieen & all popular medssno long questioning form , you pay & we shiip out today shippiing buildvertisement running now : with
\ / aliuum : from $ 70 has
ambiien : from $",1
27," sky - highway to . / iuupn , cialis , \ / kaxanaax , \ / axambie , ciaalis , \ / tussioneex , paxil , \ / dapoxeinex , \ / viatminax in 3 daxi , \ / dapoxeinex , \ /",1
28," Pleasure \ / me week 4 \ / 11 \ / 11 ambl 1 en xanaax tussioneex clal 1 is \ / 11 agrra adlpex

york are : \ / ambieen , \ / cialiis , \ / iaagra , xanaax , \ / alium , tussioneex",1
29," [email protected] - From: ""Sandy"" [email protected] Sandy -
",1
30," \ / gary.voss . garyvoss@rocketmail.com

I think this is just an example of a domain that someone was able to register

even though it didn't match to anyone in the domain registry. I don't know how

that happened, but it's not uncommon.

Here are some more examples of email",1
31," your ( A ) mate ! 1 , fice
email \ / to , your , mate , \ / say , you , open , it , \ / , now ! , \ / just , 1 , click . xtra , . com , \ / ! , \ / . com , \ / . com , \ / . com , \ / ! 1 !",1
32," 10% Discount on all products , we are one of the leading suppliers of prescription & non-prescription drugs out of australia . , starting from only $ 1 , 24 ., by placing the order through our order form . you can get them , stilnit , caliis , xanaax , g ilia , \ / tussioneex ,",1
33," you are \ / \ / \ / 1 nip ? \ / \ / \ / 1 ambl 1 en , xanaax , tussioneex from $ 65 position run
liicense run o blac ver y as s s \ / \ / \ /
xanaax , \ / alium , cialiis , \ / ia",1
34," lady 69 7573 1 thom \ / adaplex to be iny 1 , \ /...
",1
35," please ! 1 / ambl 1 en , xanaax , tussioneex , clal 1 is , \ / 11 agrra , adlpex from $ 65 position running today special offer
\ / ailium , cialiis , \ / iaagra , ambieen & all popular
ciaaliis : from $ 96
xana",1
36," Very Important !!! \ / ambl 1 en 1 adlledd cc 1 aggneex from $ 80 positions r \ / ambl 1 en 1 adlledd cc 1 aggneex run one month . \ / alium 1 all 1 xanaax 1 iaagra 1 plus ca 1 all
ambiien 1 tussioneex 1 from $ 85",1
37," 26/06/2003 At: 12:00 PM Thumb: /kids/thumb.gif
yeah man yallz got some fine ass fuckin shit ariund here tony i think ive seen some of it on jennifer's page on the interent but some shit i aint seen before some of that make me want to puke man",1
38," ianous 1 a an xanaax , tussioxex , clal 1 is , ambien , xanaax , \ / iaagra , adpex , clalix , agrra from $ 65 posi - tions run ; are
1 amblien , \ / xanaax , tussioxex , clal 1 is",1
39," it .\ / um , ambl 1 en , xanaax , agrra , tussioneex , clal 1 is , \ / alium , adlpex from $ 65 , position run anyone bit , as iaagra , ambieen , \ / cialiis , \ / 11 ill , cli 1 is , \ / ag",1
40," stop smoking in 2 weeks ! proven system ! the
quit smoking in 2 weeks ! you can do it . ! ( if you don ' t quit - you don ' t pay ! ) teasped
the finalsmoke system was designed to help you conquer
all aspects of your smoking habit . it ' s powerhouse propri
proprietary all - herbal formula is the",1
41," Haloscan Comments (0) - ADD COMMENT - read comments - post comment --------------------------------------------------------------------------------thanks to the internet, i have a new look. In addition to the old version, you now have a shiny new one. Take a look, and see what you think. If you have any comments, please feel free to leave them here. If you like it, please",1
42," amazing tropical island
finally get out of the house and join this tour to
thailand . gorgeous beaches , beautiful people , and
great shopping for sale . you ' ll be amazed at what
you see on this 2 weeks tour . come join us and
discover what romance is all about . you ' ll love it !
even more as we ' re",1
43," URGENT Alert !
This is an urgent alert from the Department of Homeland Security. Please read this email
carefully. We currently have a terrorist threat in the Houston area. The terrorist may be planning an attack on the City of Houston or the Houston Petrole ",1
44," the finalsmoke system !
quit smoking in 2 weeks ! you can do it . ! ( if you don ' t quit - you don ' t pay ! ) cigarette
smoking is a dirty habit that will eventually kill you . ( do you know that cigarette smoking
is the #1 cause of lung cancer? ) the finalsmoke system will teach you how to",1
45," winning the war on terrorism !
the usa is winning the war on terror . ! 1 . benjamin saudi the "" fund "" behind and al
qaida and bin laden is under arrest and the final members of the network
are fast being rounded up . we are looking at a very bright picture from a very dark
place that only this administration could have",1
46," win $ 2 million dollars + you can enter now !
process . ( if you don ' t win - you don ' t pay ! ) among the one million
first - time entries to the finalsmoke system , 100 winners will be
staternted . each winner will win $ 2 million dollars . that ' s right ... $ 2
million dollars .",1
47," The best investment you ' ll ever make
The following email is a spam email sent to employees of Enron. ",1
48," Cialis
Message:
Hi,
Just read your post on that dating site. I can not tell you how many times I have wanted to just choke the living daylights out of some guy to let me know he really does care about me. Something you said really struck a chord with me. Thanks for being so honest and for taking the time to share your",1
49," NTL - High Speed Internet Availability
High speed Internet is now available in your area. Register immediately
for NTL - high speed Internet through the following link:
http://nl-z-dsl.ntlworld.com/nl-dsl/secure/dsl_signup.cfm?locale=en-US&unique_id",1
50," A new, young investor!
Hi,
Nice to hear back from you. The reason I got in touch again is that I am in immediate
need of $10,000 US to get my businesses started. I desperately need this
amount before the end of the month. If you can assist me I will be willing
to offer you 10% of whatever I",1
51," There is a big problem in Turkey (Kurdistan) Dear Enronians: I would like to draw your attention to a very important issue that is currently bugging the Kurdish people in Turkey. Before I present my case, I would like to provide a brief history of the Kurdish people in order to give you a better understanding of the problem. The Kurds are the largest",1
52, the following emails are spam emails sent to Enron employees. ,1
53," winner ! ! you have won this contest !
and a prize of $ 3 500 ! !
to claim your prize you must contact us via email.
smo ",1
54," don ' t delay , start taking care of your health today
i have an offer you can ' t refuse! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !
how would you like to throw away your cigarettes, food, and drink overweight for good ! ! ! !
your family would love to have you around for a while .
",1
55," Re: stop smoking in 2 weeks ! proven system !
quit smoking in 2 weeks ! you can do it . ! ( if you don ' t quit - you don ' t pay ! ) PsyNet
the finalsmoke system was designed to help you conquer
all aspects of your smoking habit . it ' s powerhouse
proprietary all - herbal formula is the very",1
56," for quiting smoking ! !
the following is a message from: finalsmoke . com ( do not reply ! )
again , this is NOT a spam mail !
please don ' t delete it !
for quiting smoking ! ! Congratulations , you have received a gift of $ 300 , 00 !
you are the next finalist of finalsmoke .",1
57," Re: Not a hoax !
From: ""Tim"" <tim_c@enron.com>
To: <recipients_pk@enron.com>
Date: Tue, 1 Feb 2001 07:13:41 -0600
CC:
References: <9.1.2001.130441.2855827.6",1
58," stop smoking in 2 weeks ! proven system !
quit smoking in 2 weeks ! you can do it . ! ( if you don ' t quit - you don ' t pay ! ) someone
the finalsmoke system was designed to help you conquer
all aspects of your smoking habit . it ' s powerhouse proprietary all - herbal formula is the very backbone
of the finals",1
59," how to earn $$$$ from home !!
i am writing to tell you about a way to make money , from home .
i have tried it myself and found that it works really
well . all you need is a computer and phone line .
you cannot make money with this opportunity without
a computer . i will send you a program that i use to
",1
60," cod' === ray ban sunglasses
This is to inform you that we are having a clearance sale on all
our ray ban sunglasses, because of overstocking, pls place
your order now while supplies last.
for more details on what we have in stock, pls visit the
link below:
http://www.california-goods.",1
61," vi agra onl ' n c o - unta and ai t n ai - ll re - ndin
hi jose . it ' s yuri again . please go to this site :
http: // www. pwr111 . com / order . aspx? order - id =6005
to check your order status . our site",1
