text,label
 What do you love to do in school. I love to play sports. 1.sports 2.rookies 3.Little League 4.soccer 5.tea parties 6.dance 7.jazz 8.jazz band 1,0
 What you did on da train. What is the weather like. There was rain. That is annoying. And the sun. It is nice. So you must finish school soon. ,0
 My friends are reading this subscription from you. And they have sat down to read it. NOW GO TO SCHOOL. ,0
 What class do you be in? 1.Class 2.Meaning 3.Class 4.Individual 1.class 2.a. Club 3.A. I give a lot of attention to all my friends. But I'm still the most independent,0
" I'm sorry if I did it. My mom always said, ""You shoudn't do that."" ",0
 Where can I find the best place to go to school? And can i pick something out of a list. ,0
 Are you being on my phone? That's a very big deal. Is that a problem for you or? ,0
 Tell me about your job. Is it exciting? How long are you here? 【Failed】 3.childish 3.childish 【Misc/Question】1.childish 2.naughty 4.childish 5.,0
 Let me know if you want to talk about it. I will do my best to help the student. ,0
 You gotta get to know a boy or girl so you can make friends. ,0
 How did you learn the guitar. Did you have a guitar teacher? Could you play? 1.childish 2.naughty 3.sentiment 4.rowdy 5.funny 6.romantic 7.shy 8.attractive,0
" Now is it time to read chapter 6. HELP ME TELL YOU, THE YEAS AND NAYMS! ",0
 What kind of soup do you eat. What kind of shoes do you wear. I heard that the S.E.S.I branch is going to open soon. Do you like comfort food? Like pancakes and bacon? This is very modern.,0
 Does ur friends get things they want? Do ur friends follow you? How do you feel about ur friends? ,0
 Where will you go? Do you have any friends you can call and see if they'll come over. Do you know how to get to school. Are there any schools you can go to. Do any of you have some friends you can call?,0
 How's it going with your friends? You can't talk about what's going on in the game. WHAT YOU DID: CHILDISH 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6,0
 When was the last time you saw your parents? ,0
 How will you know when you get married? What about your partner? Do you have a lot of time to be alone. 4.childish 1.childish 2.naughty 3.sentiment 4.rowdy 5.ful of attitude,0
 Tell your friends and they will help you out. ,0
 I'm this school year and my teachers are old and stupid. They don't want to do anything for me. What will happen if I enter an important class? I think I'm going to lose my place. What will happen if I don't,0
 If ur bored just come to my home.. ,0
" ok....will send to each members of here easily, but dont expect newbie, i have more than 300,000 members of this forum... 9.extravaganza 10.dance 11.sex 12.funny 13.selfies",0
" Hello aisha , i dont know if u guys like me but i have the best time in ur company. If you want to have better life going thru the school i will always welcome tha aisha. Please send this to ur friends and receive something",0
" K, if u bored up just come to my home.. ",0
 More Text Message from The Big Red One.,0
" K, if u bored up just come to my home.. ",0
No da if you run that it activate the full version da. ,0
