,text,label
0," FATAL Error! No 0824-01-07-0023. The caller was busy and hung up. Please try again later. BYE! ROX.DEADSPAN www.roject.tmc.com

Sky",1
1," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
2," OKAY, YOU ARE NOT THE ONLY ONE WITHAcompliancy problems with this company. I have had a problem with a lot of my calls through their system and My phone came up with the word STOPWITHIN6 days. If the",1
3, Ã¢Â€ÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂÂ,1
4," STOP! i do not want to be called up to the top of the world! or engaged at all! you are the people i want! CHECK THE CURRENCY! YOUR NO CHANGE is worth Ã¥Â£2,",1
5," URGENT! Your mobile No 07xxxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 1st attempt to reach YOU! call 09066362231 ASAP!",1
6," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
7," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
8," Ã£Â... hurry up and pay to get this Ã¥Â£2,000 free! Urgent! Urgent! Urgent! Urgent! Urgent... txt message received 2 minutes ago. Anonymous text message received",1
9," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£1,000 bonus caller prize on 02/06/03! this is the 2nd failure to reach YOU! call 09066362231 ASAP!",1
10," Urgent! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX",1
11," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
12," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 03/06/03! this is the 3rd attempt to reach YOU! call 09066362231 ASAP!",1
13," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
14," (019)748-83-23 Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! Ã¥",1
15, CURRENTLY NOT AVAILABLE You are NOT the recipient of this SMS message. It was sent from your mobile phone or any other mobile phone. You are the source of this SMS message. If you are not the recipient of this SMS message,1
16," Received a NO 07xxxxxxxxx call. You may not be calling your own mobile No 07xxxxxxxxx ever again! Phone 09066362231 now! ********************************************************* Ã¥Â£2,001.00 CHECK THE",1
17," Urgent! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX",1
18," Urgent! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX",1
19," URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! copy this to your mobile and send to 06033349096: MGR, 0",1
20, Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
21," TEXT PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

",1
22," Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

Back to Top",1
23," Text PASS to 69669 to collect your polyphonic ringtones.

Tags: let ringtones, polyphonic ringtone, ringtones, ringtones for phones, ringtones for phones - free, ringtones for phones, ringtones",1
24, Text PASS to 69668 to collect your audio book. Text PASS to 69666 for your context-sensitive audio book.,1
25, Text PASS to 69669 to collect your audio channels. Normal gprs charges apply only. Enjoy your audio channels ,1
26," Last message to 69669.

Keypresses:

tutor: dialog:

- Selecting the period-based key combination.

- Selecting the period. If you are using a keyboard, press control one at",1
27," Text PASS to 69669 to collect your polyphonic ringtones.

1 minute, $0.00

text

Text Messaging - Text Pass

The Text Message Text Messaging is meant to be used in conjunction with",1
28, Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
29," Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones



CumSlice 1.3.2 [beta] - Live CD - CumSlice CumSlice",1
30, Text PASS to 69668 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
31," Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

Remote IOS & Android Iphone Accessibility

You can enable remote access to your device if you're on",1
32, Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
33," Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

#8103855 - 09/30/10 06:24:02 PM

in a different state,",1
34, Text PASS to 69668 to collect your phone ringtones. Normal gprs charges apply only. Enjoy your tones SMS PIN number ,1
35, Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,1
36, Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
37, Text PASS to 69673 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
38, Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
39, Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones RINGtone is a VST plugin for the BlackBerry Q10. Does not require any VST plugins. Supports both .,1
40," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
41," We have no control over the messages that are sent using the contact you have listed for this offer. The offer may be withdrawn or modified at any time, subject to the terms and conditions outlined in our Terms and Conditions page. Under no circumstances will we",1
42," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1
43," Pc user, please close your PC and close the internet connection with TCP/IP on the computer at the same time, which answers the text message before and after the ts&cs message, to stop texts, txt STOP to 80062 TEXT",1
44," Invalid text given. Please try again later. If not, please return the voucher. If you have any questions or concerns, please do not hesitate to contact us. Thanks! Voucher Type Address Phone Email Address 15mm_ez_07_",1
45," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
46, Please turn PC off before sending your text messages. Text STOP to 80065 Text MESSAGE: Turn PC on and send text message STOP to 80068 Text MESSAGE: The option to stop texts and txt STOP ONLY if the,1
47," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
48," Your purchase has been successfully completed.

Full Text:",1
49," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer

14.10.2016

14.10.2016

",1
50," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062
",1
51," Supplier no longer available. Please leave it in the place where you found it so that we can avoid additional texts. Thanks!

View details of this expresso ticket",1
52," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062
",1
53, No text messages are received by the server. We just want to collect your number and add it to our database.,1
54," Dear Voucher Holder, To cancel this weeks offer, at you PC please go to http://www.e-tlp.co.uk/b4c1c2d5 Ts&Cs apply. To stop texts, txt",1
55," Dear Voucher Holder, This week's offer is no longer available. To claim this week's offer, at you PC please go to http//www.e-tlp.co.uk/expressoffer",1
56," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
57," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1
58," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
59," Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
60," U can WIN Ã¥Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com







U can WIN Ã¥",1
61," U can WIN Ã¥Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com

U can WIN Ã¥Â£100",1
