text,label
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 3rd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
" Your Mobile No 07xxxxxxxxx has won a mobile prize of Ã¥Â£1,000. Enter Code: 8735 on your mobile to claim! This message will NOT be sent again. To opt.out of messages, text ",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 03/06/03! this is the 3rd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 3rd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Â£1,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 3rd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! YOUR MOBILE NO 07xxxxxxxxxx won a Ã¥Â£2,000 prize on 02/06/03! This is the 2nd attempt to reach you! CALL 09066362231 ASAP!",1
" Your mobile No 07xxxxxxxxx won a Ã¥Â£5,000 bonus caller prize! this is the 3rd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! ZARAMELA FOUND YOU... :( When you get it, you will hear the text message spoken out loud by a computer voice. It will tell you need to call 09066362231 within 48 hours or",1
" You have just won a prize of Ã¥Â£2,000 from a Free Phone. To claim your prize call 09066362231, code 53352! BOX97N7QP, 150PPM TEXT M",1
" I am Mr. Benjamin of the I. R. C. I. CENTER, I AM PLEADING WITH YOU BOTH TO KEEP THIS INFORMATION PRIVATE, AM ASKING TO YOUR KINDNESS TO CALL PRIVAT",1
" 13071209511115: URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 0",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 3rd attempt to reach YOU! call 09066362231 ASAP!",1
" URGENT! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 3rd attempt to reach YOU! call 09066362231 ASAP!",1
 Text POSSI to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
" Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

My Blog

Hi, my name is Hayley and I just joined this site, so long time no see",1
" Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

",1
" Text START to 69669 to start your free download. The download is free. Normal gprs charges apply only. Enjoy your ringtones

",1
" Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

1350 Voice Mail Text Message

Send a text message to your mobile phone and your phone will beep with",1
" Text 2 to 69669 to download your free polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones.

SMS FR RIN to 69669 to download your polyphonic ringtones. Normal gprs",1
 Text to 70500 to get a free picture of the week every week. Normal gprs charges apply only. Enjoy your jewels ,1
" Text MAN to 69669 to activate your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones.

Text message copied to clipboard...",1
 Text TEXT to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
 Text REQUEST to 85100 to see if you have won an exclusive Nokia prize. Normal gprs charges apply. Text STOP to 85100 to stop. ,1
" Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

New Text Message

Text Message:Text Message:Text Message:Text Message:Text Message:Text Message:",1
 Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
 Text DIVA to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
 Text WAP to 60999 to renew your mobile subscription. Normal gprs charges apply only. Enjoy your credit ,1
 Text MUSIC to 69669 to download your melodies. Normal gprs charges apply only. Enjoy your tones ,1
 Text TUNES to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your ringtones ,1
 Text TONE to 69669 to be sent a list of all your polyphonic ringtone options. Normal gprs charges apply only. Enjoy your tones ,1
 Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones ,1
 Text COLLECT to 69669 to get your free stereo ringtones. Normal gprs charges apply only. Enjoy your tones ,1
" Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones

",1
" To claim this weeks offer, at you PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 Text2Win Reward for Expresso Esp",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062
",1
" Your free Expresso offer is valid from Apr 24th until Apr 30th. EXP2. To claim this offer, at your PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
" Dear Voucher Holder, To claim this months offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062
",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 FREE",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
" Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062 TEXT",1
" Dear Voucher Holder, To claim this weeks offer, online @ http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1
