,text,label
0, Simply text your name to 07991112112 to receive a FREE Phone Mate. ,1
1," Cool ring tone with voice update, like being at the live gig! ",1
2, Now you'll never lose your pet again. Find a lost pet using the new free text service. ,1
3, free ur No in the draw 2 win a No from Orange. Call 08002555588. thx. ,1
4," CLAIM YOUR Ã‚Â£1,000 GIFT! Receive a Ã‚Â£1,000 free mobile phone from T-Mobile! ",1
5," Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 prize caller prize on 02/06/03! This 3rd attempt to reach YOU! call 09066362231 ASAP! ",1
6, PM PAYMENT DUE! URGENT! CELLPHONE NO REF MONEYS GRAVEL MONEYS GRAVEL ,1
7, AUGUST RATE CUT - FASTER STG-MOBILE TALK - 60% MORE - FREE MOBILE TALK FOR A MONTH ,1
8," the 9th text message sent to you? Don't wait, join the UK's biggest Text Club nt. ec2a. 31p.msg@150p ",1
9," Free 2 mobile, SMS your fone to 80488. Text 3 to 80488 for a free video top-up. ",1
10, Your Free Texts! 0800 839402 for free text message. ,1
11, Be part of the UK's most prolific Dogging Community. Txt GRAVEL to 69888! Smsmms. textmms. SMS-MMS ,1
12," NEW Ringtones, Wallpapers & Games - update now! Messages sent 4 free 2 0845 044 1794 ! ",1
13, Use your BT payphone card to call 0845 xxxxxxxx. ,1
14, ATTN! Attention! ATTN! text 'ATT' to 80488 & get Ã¥Â£2 off your next topup. ,1
15, w! FREE Nokia N70 3G! FREE O2 Newbies Packs! on O2 pay as you go. Just txt GOT-N70-FREE to 80488. ,1
16," Urgent! Your mobile No 07xxxxxxxxx won a Ã¥Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX",1
17, Congratulations. You've won the Club Cinque New Year's Eve lottery. Text CLUB to 91090 for details. ,1
18, ITS OVER THIS WEEK ONLY! A FREE mobile6! ,1
19," Pick your phones! 100% FREE! Youve got 2 win the Nokia 8800 or Motorola A835 V180, we'll send 2 you! ",1
20, Get free Sunmobiles now with premium rate mobile services & cheap car insurance from Quickinsure. Get a Sunmobile. Free call 08000504488. ,1
21, BRILLIANT! ConvoX ReSponded to your advert! Call 0906 3458130 for more info! ,1
22," MIE. 49p.txt.to.061xxx. Be.the.first.to.hear.news,on.offers.and.much.more. ",1
23, Numba1Inbox. Ã‚Â£1000. Numba2Inbox. Ã‚Â£1000. Numba3Inbox. Ã‚Â£1000. Numba3In,1
24," NO LIMITS: Use your mobile to access everything you torget on your PC. Use E-MAIL, browse the net, play games, go soclal. ",1
25," Sms the word 'free' to this number 65789 2 get the new Nokia phones for FREE! Get the Nokia 3510, 3210 and 3230 free on Orange. ",1
26, AUSTRALIA! Calling is cheaper on your mobile! Enjoy Ã¥Â£1 10 min calls with 02! Text TXT2MOB to 87800 to sign up! msg/mms Ã¥Â£,1
27, R U a man or a mouse? Get a FREE stand2mobile for just 10p min boost on 08006030807! ,1
28, One of your frnds has won a v. good prize on your behalf. pls call 09997204119 for fur n x to contact the winner. ,1
29, You may have been exposed to. Hepatitis B. Find out for FREE! Text EXP to 62677 now! ,1
30, Could you enter my FREE prize draw? ,1
31, SMS Ã¢Â£1 to 8012333 to subscribe! Your monthly fee is Â£1. Texts cost 25p. Text STOP to 8012333 to stop. Text HELP to 8012333 for help!,1
32," You just won a 2004 Subaru Impreza WRX STi -V""T! To claim FREE call 09063195279, no pin code needed. ",1
33, You have 110612 free texts left. Call 09052411123 now to get 10 free MMS messages to show the quality of our content! ,1
34," Hi, Ive been trying to call you on your m@senr, but weve been cut off. Please call me asap! ",1
35," Hi, you have won a new Nokia phone for sending this message to your friends. Example 0006040752 ",1
36, Hi! Get ur free phone on us! text 'FREE PHONE' to 88088 ,1
37," FREE! Entertain Yourself! Click On your Phone's Browser, Address:. . . . . http://www.mobileman.co.uk/mtu/index.cfm?id=1220 ",1
38," Update ur mobile NOW! NEW SonyEricsson W910i, Nokia N73, Motorola Razr V3 available WORLDWIDE! Free Bluetooth, Get 2 handset FREE! Call MobileUpd8 on 08000839402 or call2opt",1
39," We have found more potential matches for you! [yeah, right!] ",1
40, The driver of the vehicle that hit you will be out of pocket. Your insurance will Ã¤Â¸Â¥Â¦Ã¤Â¸Â¥ yourself. Call Nick on 0800 001050.,1
41, New free Ã¥Â£15 mobilebooth! Now with FREE caller tunes. Text KARMA to 80085 to get Ã¥Â£7.50/ Min! from 12pm to 11pm monthy. TEXT,1
42, If you want to win thousands! Then text NODESTRUCT to 82828 for a FREE entry to give a chance to win a Ã¥Â£25K spa break and a Ã¥Â£15K car,1
43," Hi, This is your Orange Customer Care. To redeem your free Welcome Package, please go to http://www.orange.com/welcome ",1
44," you have:Ã¥Â£1,000 bonus caller prize on 05/05/03! Text PASS to 69669 to collect! ",1
45, Urgently call 07870537456 for your free live demo. ,1
46, Your Orange SIM will stop working on Saturday 21 Feb - to save losing all your calls and texts - renew 899 or call Orange on 116111 ,1
47, Calling code 048. Call cost17 cent plus your standard Network charge to call Malta. Text cost1.50 plus your standard Network charge to send to Malta. ,1
48," Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q",1
49, GO TO www.diamondtouchlondon.co.uk/porsche/survey2.php AND ENTER nr Ã·Â£Â£Ã¸Â¦Ã�Â§Ã�Â·Ã�Â,1
50, Listen to the best of the 70s/80s/90s on your mobile with Virgin. Send Chimes to 95911 for a free text now - Excludes Orange customers ,1
51," If you have been driven into trouble by the mobile ads, simply text OFFER to 80062 and the messages will stop. ",1
52, Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent - Urgent,1
53, Get ur World Cup update now! Text WC2003 to 64494 to get the latest news on the greatest football event on earth! T&Cs Apply ,1
54, Receive your FREE ringtone for Nokia Series 60 phones. Text EA0 to 80068. Click to view the full range of Nokia ringtones online. ,1
55, Waarom moet je nooit een date hebben op een boekenweek! ,1
56, Sim Offer! Upgrade to the latest phones & 1000 Txts free! Call MobileUpd8 on 08000839402 ,1
57, New SonyEricsson K750i with FREE bluetooth now only Ã¥1.00! text FREEPOBI to 69888 ,1
58, 1 in 4 are depressed. Take our free test & find out if you are one of them. Text DDEP to 15152 for free test & guidance ,1
59," Want 2 enjoy the best mobile banking experience? Get from our UK network 1 hour FREE internet access Ã¡ 2.58pm/day. Box94-819N7, Ã¥Â£1.50/day TEXT",1
60," SEXY MEN EVERYWHERE, WOMEN EVERYWHERE. SEE WHAT YOU WANT & TEXT IT TO 69308! EASY & FUN! ",1
61," Hey there, am giving away Ã¥Â£10,000 in prizes! To be in with a chance of winning, send your mobile number to 63321 and you could WIN! ",1
62, To take part in the next GAME NATION sweepstake. Text GAME to 80464 and receive a FREE text message as soon as a new game is available! The UKs biggest sweeps ,1
